breusch_pagan_LM,breusch_pagan_p,breusch_pagan_F,breusch_pagan_F_p,max_cooks_d,cooks_d_over_4_over_n,max_leverage
392.722652041568,9.579543620745812e-68,20.222667693239092,3.1580202111118267e-78,0.39267776332657806,118,1.000000000000001
