selected_model_by_training_cv,test_R2_positive,test_R2,baseline_RMSE,selected_model_RMSE,RMSE_reduction_percent,at_least_10_percent_RMSE_reduction,test_n
Random forest,True,0.7676864968280683,0.18946210393311974,0.0913076901033484,51.80688475011336,True,334
